endTime,artistName,trackName,msPlayed
5/26/2019 18:23,Ellie Goulding,Sixteen,201072
5/26/2019 18:28,Khalid,Don't Pretend,165840
5/26/2019 18:31,Neon Dreams,about you...,17153
5/26/2019 18:31,Jonas Brothers,Cool,167120
5/26/2019 18:34,Chris Young,Raised on Country,175594
5/26/2019 18:38,Zac Brown Band,Someone I Used To Know,209264
5/26/2019 18:42,Luke Combs,She Got the Best of Me,183160
5/26/2019 18:45,James Barker Band,Keep It Simple,187453
5/26/2019 18:45,Keith Urban,We Were,17019
5/27/2019 1:30,Coldplay,Speed of Sound,287906
5/27/2019 1:34,Coldplay,Adventure of a Lifetime - Live from Spotify London,258613
5/27/2019 1:41,Coldplay,Paradise,278719
5/27/2019 1:45,Coldplay,Viva La Vida - Live in Buenos Aires,251066
5/27/2019 1:50,Coldplay,Clocks,307879
5/27/2019 1:57,Coldplay,Fix You,295533
5/27/2019 2:02,Coldplay,Charlie Brown,285159
5/27/2019 2:05,Coldplay,Violet Hill,222653
5/27/2019 2:08,Coldplay,Princess of China,48230
5/27/2019 2:15,Coldplay,Princess of China,190833
5/27/2019 2:19,Coldplay,Every Teardrop Is a Waterfall,240796
5/27/2019 2:23,Coldplay,Everglow - Live from Spotify London,255853
5/27/2019 2:28,Coldplay,Magic,285014
5/27/2019 2:32,Coldplay,Birds,229093
5/27/2019 2:36,Coldplay,Trouble,273426
5/27/2019 2:42,Coldplay,Christmas Lights - Live from Spotify London,268521
5/27/2019 2:46,The Chainsmokers,Something Just Like This,247626
5/27/2019 2:51,Coldplay,The Scientist,309600
5/27/2019 2:55,Coldplay,Miracles (Someone Special),276906
5/27/2019 3:00,Coldplay,Hymn for the Weekend,258826
5/27/2019 3:03,Coldplay,See You Soon,171373
5/27/2019 3:08,Coldplay,Politik,318626
5/27/2019 3:15,Coldplay,A Whisper,238333
5/27/2019 3:22,Coldplay,Up&Up,405320
5/27/2019 3:26,Coldplay,In My Place,226680
5/27/2019 3:30,Coldplay,God Put a Smile upon Your Face,114423
5/27/2019 3:35,Sammy Nino,You Reign,219230
5/27/2019 3:38,Ryan Ellis,Keeps Getting Better,198367
5/27/2019 3:40,Feeljones,Don't Fall Off,116946
5/27/2019 3:43,Kurtis Hoppie,Spotlights (feat. V. Rose),217000
5/27/2019 3:48,White Ribbon Day,Fog (Through It),267000
5/27/2019 3:50,Nashville Life Music,Glory,118695
5/28/2019 20:40,Old Dominion,Make It Sweet,59628
6/2/2019 18:21,Taylor Swift,Love Story,235266
6/2/2019 18:24,Taylor Swift,Gorgeous,209680
6/2/2019 18:28,Taylor Swift,Welcome To New York,212600
6/2/2019 18:34,Taylor Swift,Mine,142758
6/3/2019 21:26,Taylor Swift,Mine,87959
6/3/2019 21:33,Taylor Swift,Fearless,241986
6/3/2019 21:37,Taylor Swift,White Horse,234426
6/3/2019 21:41,Taylor Swift,22,230133
6/3/2019 21:44,Taylor Swift,You Belong With Me,231133
6/3/2019 21:48,Taylor Swift,I Knew You Were Trouble.,217973
6/3/2019 21:50,Taylor Swift,Back To December,89779
6/3/2019 21:54,Thomas Rhett,Almost,191591
6/3/2019 21:57,Thomas Rhett,Look What God Gave Her,168960
6/3/2019 22:00,Thomas Rhett,Marry Me,206229
6/3/2019 22:05,Thomas Rhett,Sixteen,179164
6/3/2019 22:08,Thomas Rhett,Take You Home,217546
6/3/2019 22:12,Thomas Rhett,Sorry For Partyin',207426
6/3/2019 22:14,Thomas Rhett,Sand,162760
6/3/2019 22:19,Thomas Rhett,Whatcha Got In That Cup,8055
6/3/2019 22:19,Thomas Rhett,Life Changes,190695
6/4/2019 12:48,Thomas Rhett,Anthem,194586
6/4/2019 12:50,Thomas Rhett,Smooth Like The Summer,69411
6/4/2019 20:53,Thomas Rhett,Smooth Like The Summer,3840
6/4/2019 20:54,Miley Cyrus,D.R.E.A.M. (feat. Ghostface Killah),92522
6/4/2019 21:39,Thomas Rhett,Star Of The Show,19992
6/4/2019 21:39,Danielle Bradbery,Goodbye Summer,188556
6/5/2019 3:40,Thomas Rhett,Star Of The Show,12117
6/5/2019 3:43,Thomas Rhett,Like It's The Last Time,189960
6/5/2019 3:54,Thomas Rhett,When We’re 80,176986
6/5/2019 3:56,Thomas Rhett,Unforgettable,81087
6/6/2019 3:56,Thomas Rhett,Unforgettable,76723
6/6/2019 4:00,Thomas Rhett,Marry Me - Remix,221407
6/6/2019 4:03,Thomas Rhett,Craving You,176995
6/6/2019 18:46,Thomas Rhett,Almost,21014
6/6/2019 19:22,Thomas Rhett,Almost,170451
6/6/2019 19:26,Thomas Rhett,Die A Happy Man - The Remix,212013
6/6/2019 19:29,Thomas Rhett,Barefoot,180600
6/6/2019 19:32,Thomas Rhett,Don’t Threaten Me With A Good Time,215567
6/6/2019 19:36,Thomas Rhett,Marry Me,206229
6/6/2019 19:38,Thomas Rhett,Sweetheart,118470
6/7/2019 14:25,Sanctus Real,Lay It Down,229093
6/7/2019 14:26,David Crowder Band,How He Loves,23
6/7/2019 14:26,Demi Lovato,My Love Is Like a Star,16277
6/7/2019 14:29,Matt Maher,Burning In My Soul,149002
6/8/2019 21:25,Chris Tomlin,Our God,12997
6/8/2019 21:25,Matt Maher,Burning In My Soul,76595
6/8/2019 21:25,Josh Groban,You Raise Me Up,46
6/8/2019 21:41,Chris Tomlin,Indescribable,118537
6/9/2019 4:00,Maren Morris,The Bones,58858
6/9/2019 4:04,Hot Country: The Performances,Morgan Wallen: Whiskey Glasses Live,227750
6/9/2019 4:08,Dierks Bentley,Living,222146
6/9/2019 4:11,Kane Brown,Good as You,170932
6/10/2019 2:38,Kane Brown,Good as You,190309
6/10/2019 2:41,Mitchell Tenpenny - Alcohol You Later,Mitchell Tenpenny - Alcohol You Later,184848
6/10/2019 2:44,Cody Purvis,Drinkin' Terms,176262
6/10/2019 2:49,Kane Brown,Good as You,192053
6/10/2019 2:52,Tim McGraw,Thought About You,225694
6/10/2019 2:56,Chris Janson,Good Vibes,156546
6/10/2019 12:03,Chris Janson,Good Vibes,9300
6/10/2019 12:06,Chase Rice,Eyes On You,182493
6/10/2019 12:10,Cody Johnson,On My Way to You,213306
6/10/2019 12:15,Dylan Scott,Nothing To Do Town,185413
6/10/2019 12:49,Blake Shelton,God's Country,34915
6/10/2019 12:49,John Gurney,That's How You Got It,162
6/10/2019 16:05,Thomas Rhett,Look What God Gave Her,8938
6/10/2019 16:05,Morgan Wallen,Whiskey Glasses,1068
6/10/2019 16:05,Luke Combs,Beer Never Broke My Heart,2902
6/10/2019 16:05,Clare Dunn,My Love,0
6/10/2019 16:05,Scotty McCreery,In Between,2809
6/10/2019 16:05,Hot Country: The Performances,Chris Janson: Good Vibes Live,1884
6/11/2019 4:18,Luke Combs,Beer Never Broke My Heart,183912
6/11/2019 4:21,Hot Country: The Performances,Thomas Rhett: That Old Truck Live,218881
6/11/2019 4:23,Mitchell Tenpenny,Alcohol You Later,62562
6/11/2019 19:11,Old Dominion,One Man Band,186520
6/11/2019 19:14,Brett Eldredge,Love Someone,211720
6/11/2019 19:17,Hot Country: The Performances,Thomas Rhett: Remember You Young Live,179827
6/11/2019 19:18,Hot Country: The Performances,Maddie & Tae: One Heart To Another Live,8387
6/14/2019 1:47,Hot Country: The Performances,Maddie & Tae: One Heart To Another Live,205558
6/14/2019 1:50,Chris Lane,I Don't Know About You,207933
6/14/2019 1:55,Tenille Townes,Somebody's Daughter,226666
6/14/2019 1:58,Old Dominion,One Man Band,186520
6/14/2019 2:01,Dustin Lynch,Ridin' Roads,205426
6/14/2019 2:04,Jon Pardi,Night Shift,172253
6/14/2019 2:07,Florida Georgia Line,Can’t Hide Red,181600
6/14/2019 2:13,Hot Country: Original Videos,Thomas Rhett: My Center Point,364384
6/14/2019 2:16,Mitchell Tenpenny,Alcohol You Later,186600
6/14/2019 2:19,Jason Aldean,Rearview Town,184173
6/14/2019 2:23,Luke Bryan,Knockin' Boots,199382
6/14/2019 2:26,Dan + Shay,All To Myself,169612
6/14/2019 2:29,Scotty McCreery,In Between,221600
6/14/2019 2:35,Maren Morris,GIRL,250653
6/14/2019 2:38,Maren Morris,The Bones,197293
6/14/2019 2:42,Blake Shelton,God's Country,205106
6/14/2019 2:46,Thomas Rhett,Look What God Gave Her,168960
6/14/2019 2:51,Chase Rice,Eyes On You,182493
6/14/2019 2:54,Ryan Hurd,To a T,178813
6/14/2019 2:59,Dylan Scott,Nothing To Do Town,159933
6/14/2019 3:04,Tim McGraw,Thought About You,225694
6/14/2019 3:08,Tenille Townes,Somebody's Daughter,226666
6/14/2019 3:17,Cody Purvis - Drinkin' Terms,Cody Purvis - Drinkin' Terms,0
6/15/2019 18:24,Cody Purvis - Drinkin' Terms,Cody Purvis - Drinkin' Terms,0
6/15/2019 18:27,John Gurney,That's How You Got It,184746
6/15/2019 18:30,Kane Brown,Good as You,192053
6/15/2019 18:36,Maddie & Tae,One Heart To Another,218413
6/15/2019 18:39,Eli Young Band,Love Ain't,186118
6/15/2019 18:42,Dylan Scott,Nobody,160706
6/16/2019 3:33,Ryan Hurd,To a T,178813
6/16/2019 3:36,Jon Pardi,Night Shift,172253
6/16/2019 3:37,Carly Pearce,Closer To You,63376
6/17/2019 6:09,Carly Pearce,Closer To You,124193
6/17/2019 6:13,Dustin Lynch,Ridin' Roads,205426
6/17/2019 6:18,Dan + Shay,All To Myself,134480
6/18/2019 0:43,Lee Brice,Rumor,198440
6/18/2019 0:47,Zac Brown Band,Someone I Used To Know,209264
6/18/2019 0:51,Adam Doleac,Famous,96128
6/18/2019 12:28,Adam Doleac,Famous,90575
6/18/2019 12:30,Dan + Shay,All To Myself,169612
6/18/2019 12:34,Jason Aldean,Rearview Town,184173
6/18/2019 12:37,Chase Rice,Eyes On You,182493
6/18/2019 12:40,Dustin Lynch,Ridin' Roads,205426
6/18/2019 12:45,Zac Brown Band,Someone I Used To Know,209264
6/18/2019 12:48,Thomas Rhett,Look What God Gave Her,168960
6/18/2019 12:51,Keith Urban,We Were,189104
6/18/2019 12:52,Mitchell Tenpenny,All On You,5716
6/18/2019 16:37,Mitchell Tenpenny,All On You,184481
6/18/2019 16:41,Hot Country: The Performances,Granger Smith: Stutter Live,105459
6/18/2019 16:44,Ryan Hurd,To a T,178813
6/18/2019 16:45,George Strait,Every Little Honky Tonk Bar,36307
6/18/2019 16:48,Lady Antebellum,What If I Never Get Over You,206230
6/18/2019 16:51,John King,Try Saying Goodbye,181630
6/18/2019 16:54,Dierks Bentley,Living,167651
6/19/2019 1:21,Dierks Bentley,Living,54495
6/19/2019 1:24,Chase Rice,Eyes On You,182493
6/19/2019 1:27,Dan + Shay,All To Myself,169612
6/19/2019 1:31,Maddie & Tae,One Heart To Another,218413
6/19/2019 1:34,Keith Urban,We Were,189104
6/19/2019 1:37,Maren Morris,The Bones,197293
6/19/2019 1:41,Dustin Lynch,Ridin' Roads,73343
6/20/2019 22:20,Gryffin,All You Need To Know (feat. Calle Lehmann),224745
6/20/2019 22:23,JP Killed IT,Killswitch,209732
6/20/2019 22:27,Ghastly,Psycho,191896
6/20/2019 22:34,Gommi,Louder,4633
6/20/2019 22:38,Sean Paul,Contra La Pared,209687
6/20/2019 22:41,Bodega Bamz,PAUSE,163203
6/20/2019 22:43,Pc Tweezie,Really,136975
6/20/2019 22:45,Andy Mineo,Coming In Hot,145408
6/20/2019 22:48,Imagine Dragons,Natural,176057
6/20/2019 22:54,Shepherd,Gametime,248605
6/20/2019 22:58,Destructo,No Retreat,221250
6/20/2019 23:00,Ace Hood,We Ball,107168
6/20/2019 23:57,Lizzo,Fitness,128660
6/21/2019 2:26,Sam Smith,Too Good At Goodbyes,2709
6/21/2019 2:31,Adele,Someone Like You,285040
6/21/2019 2:38,gnash,"i hate u, i love u (feat. olivia o'brien)",251033
6/21/2019 2:41,Birdy,Skinny Love,201080
6/21/2019 2:45,A Great Big World,Say Something,233266
6/21/2019 2:45,Passenger,Let Her Go,28501
6/21/2019 3:21,Taylor Swift,ME! (feat. Brendon Urie of Panic! At The Disco),193040
6/21/2019 3:25,Why Don't We,Big Plans,179929
6/21/2019 3:29,Anne-Marie,Perfect to Me,197853
6/21/2019 3:32,Jess Glynne,123,190280
6/21/2019 3:35,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),163870
6/21/2019 3:36,The Chainsmokers,This Feeling,64866
6/21/2019 4:10,Christian Lopez,Swim the River,175946
6/21/2019 4:14,Tori Harper,After Dark,198977
6/21/2019 23:41,Tori Harper,After Dark,49331
6/21/2019 23:47,Haley Reinhart,Can't Help Falling in Love,173174
6/21/2019 23:49,Ira Wolf,Great Divide,152511
6/22/2019 1:19,Luke Combs,Even Though I'm Leaving,225253
6/22/2019 1:35,Blake Shelton - God's Country,Blake Shelton - God's Country,15963
6/22/2019 1:37,Levi Hummon,Night Lights,163998
6/22/2019 1:39,Carly Pearce,Closer To You,84187
6/22/2019 1:39,Eli Young Band,Love Ain't,92
6/22/2019 1:43,Dierks Bentley,Living,222146
6/22/2019 1:47,Maren Morris,The Bones,197293
6/22/2019 1:50,Adam Doleac,Famous,186450
6/22/2019 1:55,Luke Combs,Beer Never Broke My Heart,186800
6/22/2019 1:58,Jordan Davis,Take It From Me,174254
6/22/2019 1:58,Hot Country: The Performances,Aaron Watson: Trying Like The Devil Live,9287
6/22/2019 1:58,Brad Paisley,My Miracle,139
6/22/2019 2:01,Dylan Scott,Nothing To Do Town,185413
6/22/2019 2:04,Ryan Hurd,To a T,178813
6/22/2019 2:07,Clare Dunn,My Love,195788
6/22/2019 2:10,Jimmie Allen,Make Me Want To,172280
6/22/2019 2:14,Mitchell Tenpenny,Alcohol You Later,186600
6/22/2019 2:17,Jason Aldean,Rearview Town,184173
6/22/2019 2:20,Aaron Watson,Trying Like The Devil,78897
6/22/2019 2:24,Dierks Bentley,Living,222146
6/22/2019 2:27,Dierks Bentley,Forget About You,183200
6/22/2019 2:31,Dierks Bentley,Gonna Get There Someday,254866
6/22/2019 2:36,Dierks Bentley,Come A Little Closer,281973
6/22/2019 2:38,Dierks Bentley,Bad Angel,99642
6/22/2019 2:40,Dierks Bentley,Sideways,144962
6/22/2019 2:43,Craig Morgan,That's What I Love About Sunday,201493
6/22/2019 2:45,Brantley Gilbert,What Happens In A Small Town,71189
6/22/2019 2:46,Thomas Rhett,Like It's The Last Time,56610
6/24/2019 1:19,Thomas Rhett,Like It's The Last Time,133375
6/24/2019 1:23,Thomas Rhett,Die A Happy Man,227426
6/24/2019 1:27,Luke Combs,Used to You,236506
6/24/2019 1:30,Thomas Rhett,The Day You Stop Lookin' Back,204760
6/24/2019 1:33,Brett Eldredge,Drunk on Your Love,173960
6/24/2019 1:36,Jason Aldean,Girl Like You,193066
6/24/2019 1:40,Russell Dickerson,Yours,216960
6/24/2019 1:43,Kane Brown,Lose It,178986
6/24/2019 1:46,Thomas Rhett,Life Changes,190226
6/24/2019 1:50,Chase Rice,Ride (feat. Macy Maloy),241240
6/24/2019 1:56,Morgan Wallen,Whiskey Glasses,234346
6/24/2019 1:57,Thomas Rhett,Playing With Fire,284
6/24/2019 2:00,Dan + Shay,All To Myself,169612
6/24/2019 2:03,Luke Bryan,Most People Are Good,221800
6/24/2019 2:08,Luke Combs,Moon Over Mexico,206773
6/24/2019 2:13,Jake Owen,Made For You,238040
6/24/2019 2:16,Florida Georgia Line,"God, Your Mama, And Me",183413
6/24/2019 2:20,Thomas Rhett,Castle On The Hill - Recorded at Sound Stage Nashville,255126
6/24/2019 2:24,Lee Brice,Hard To Love,224293
6/24/2019 2:29,Dan + Shay,Tequila,195986
6/24/2019 2:32,Kane Brown,Heaven,179506
6/24/2019 2:34,Rascal Flatts,Back To Life,35311
6/24/2019 5:00,Rascal Flatts,Back To Life,178796
6/24/2019 5:04,Morgan Wallen,The Way I Talk,208280
6/24/2019 5:07,Kane Brown,Good as You,192053
6/24/2019 5:08,Chris Young,Hangin' On,18903
6/24/2019 18:03,Chris Young,Hangin' On,166793
6/24/2019 18:07,Dustin Lynch,I'd Be Jealous Too,185706
6/24/2019 18:10,Thomas Rhett,That Old Truck,212026
6/24/2019 18:12,Thomas Rhett,Make Me Wanna,100332
6/25/2019 12:43,Ryan Stevenson,With Lifted Hands,217586
6/25/2019 12:46,Zach Williams,Rescue Story,236428
6/25/2019 12:48,MDSN,Hunger,110654
6/25/2019 16:08,Hot Country: The Performances,Granger Smith: Stutter Live,175666
6/25/2019 16:11,John Gurney,That's How You Got It,184746
6/25/2019 16:15,Blake Shelton,God's Country,205106
6/25/2019 16:19,Dierks Bentley,Living,222146
6/25/2019 16:22,Kane Brown,Good as You,192053
6/25/2019 16:24,Granger Smith,Stutter,70752
6/26/2019 1:35,Brad Paisley,My Miracle,6912
6/26/2019 1:40,Lucie Silvas,Perfect,288255
6/26/2019 1:45,Jasmine Thompson,Let Her Go,172149
6/26/2019 2:36,Gardiner Sisters,Fight Song,227631
6/26/2019 2:37,Madilyn Bailey,Believe,60672
6/26/2019 23:33,Clare Dunn,My Love,195788
6/26/2019 23:37,Hot Country: The Performances,Maddie & Tae: One Heart To Another Live,213709
6/26/2019 23:39,Chris Janson,Good Vibes,165586
6/26/2019 23:42,Ryan Hurd - To A T,Ryan Hurd - To A T,179277
6/26/2019 23:43,Scotty McCreery,In Between,43370
6/28/2019 4:58,Scotty McCreery,In Between,178210
6/28/2019 5:02,Chris Janson,Good Vibes,165586
6/28/2019 5:05,Carly Pearce,Closer To You,187321
6/28/2019 5:08,Clare Dunn - My Love,Clare Dunn - My Love,202125
6/28/2019 5:11,Luke Combs,She Got the Best of Me,183160
6/28/2019 5:13,Aaron Watson,Trying Like The Devil,94078
7/1/2019 0:53,Dierks Bentley,Hold The Light,279293
7/1/2019 0:56,Dierks Bentley,Gonna Die Young,175480
7/1/2019 0:59,Dierks Bentley,Draw Me A Map,211866
7/1/2019 1:03,Dierks Bentley,Sounds Of Summer,201973
7/1/2019 1:05,Dierks Bentley,I'll Be The Moon,147275
7/2/2019 4:37,Lil Nas X,Panini,114893
7/2/2019 4:40,Shawn Mendes,Señorita,190960
7/2/2019 4:46,Ed Sheeran,Beautiful People (feat. Khalid),197866
7/2/2019 4:48,Ashley O,On A Roll,154447
7/2/2019 4:51,The Chainsmokers,Call You Mine,94954
7/2/2019 12:38,Hot Country: First Verse,First Verse: Runaway June,71718
7/2/2019 12:41,Dan + Shay,All To Myself,169612
7/2/2019 12:44,Chris Lane,I Don't Know About You,207933
7/2/2019 12:47,Trisha Yearwood,Every Girl in This Town,178323
7/2/2019 12:48,Hot Country: The Performances,Runaway June: Head Over Heels Live,46099
7/2/2019 12:52,Adam Doleac,Famous,186450
7/2/2019 12:53,Mitchell Tenpenny,Alcohol You Later,96889
7/2/2019 13:59,Mitchell Tenpenny,Alcohol You Later,89962
7/2/2019 14:02,Marshmello,One Thing Right,181823
7/2/2019 14:06,Blake Shelton - God's Country,Blake Shelton - God's Country,204038
7/2/2019 14:09,John Gurney,That's How You Got It,184746
7/2/2019 14:12,Chris Young,Raised on Country,175594
7/2/2019 14:16,John King,Try Saying Goodbye,129636
7/3/2019 0:39,Eric Church,Record Year,179346
7/3/2019 0:43,Old Dominion,Nowhere Fast,188960
7/3/2019 0:47,Miranda Lambert,Over You,253373
7/3/2019 0:52,Carly Pearce,Every Little Thing,181053
7/3/2019 0:53,Tim McGraw,Humble And Kind,32658
7/3/2019 12:05,London Gatch,Be My Heart,232989
7/3/2019 12:09,Tenth Avenue North,Greater Than All My Regrets,257567
7/3/2019 12:18,Hillsong UNITED,As You Find Me - Live,522120
7/3/2019 17:49,Toby Keith,God Love Her,216626
7/3/2019 17:50,Love and Theft,Tan Lines,52433
7/3/2019 17:54,Blake Shelton,Austin,230333
7/3/2019 18:00,Billy Currington,Until You,219712
7/3/2019 22:13,Billy Currington,Until You,64273
7/3/2019 22:17,Rhett Akins,That Ain't My Truck,243106
7/3/2019 22:23,Carrie Underwood,Little Toy Guns,210760
7/3/2019 22:30,Billy Currington,Drinkin' Town With A Football Problem,253186
7/3/2019 22:34,Sam Hunt,Cop Car,253880
7/3/2019 22:38,Billy Currington,Let Me Down Easy,228493
7/3/2019 22:41,Billy Currington,Good Directions,215853
7/3/2019 22:45,Taylor Swift,All You Had To Do Was Stay,193293
7/3/2019 22:49,Josh Abbott Band,She's Like Texas,235253
7/3/2019 22:52,Old Dominion,Break Up with Him,207733
7/3/2019 22:56,Lonestar,Amazed,239986
7/3/2019 23:01,Eli Young Band,Crazy Girl,200706
7/3/2019 23:05,Josh Abbott Band,Wasn't That Drunk (feat. Carly Pearce),223451
7/3/2019 23:09,Billy Currington,Do I Make You Wanna,234306
7/3/2019 23:12,Chris Young,Think of You,218946
7/3/2019 23:17,Billy Currington,We Are Tonight,174707
7/4/2019 0:11,Billy Currington,We Are Tonight,57422
7/4/2019 0:15,Heartland,I Loved Her First,212013
7/4/2019 0:18,Kane Brown,Used to Love You Sober,181680
7/4/2019 0:22,Frankie Ballard,It All Started with a Beer - Single Version,237800
7/4/2019 0:25,Taylor Swift,I Know Places,195706
7/4/2019 0:28,Brett Young,In Case You Didn't Know,114424
7/4/2019 4:34,Brett Young,In Case You Didn't Know,111761
7/4/2019 4:38,Billy Currington,Must Be Doin' Somethin' Right,269586
7/4/2019 4:42,Jessie James Decker,Too Young to Know,191539
7/4/2019 4:51,Pat Green,Temporary Angel,164556
7/4/2019 18:08,Kygo,Higher Love,228267
7/4/2019 18:12,Jonas Blue,What I Like About You (feat. Theresa Rex),220396
7/4/2019 18:15,Marshmello,Here With Me,156346
7/4/2019 18:18,Lizzo,Truth Hurts,173325
7/4/2019 18:20,Post Malone,Wow.,149520
7/4/2019 18:23,Bazzi,Focus (feat. 21 Savage),155133
7/4/2019 18:26,Lauv,i'm so tired...,138658
7/4/2019 21:17,Chris Brown,Don't Check On Me (feat. Justin Bieber & Ink),111872
7/4/2019 21:24,Billie Eilish,bad guy,40105
7/6/2019 16:55,Oakwood Station,From This Day Until Forever,231762
7/6/2019 16:58,Ennio Máno,Ages Ago,199625
7/6/2019 17:02,Hara Noda,The Sirens,215790
7/6/2019 17:03,Peter Sandberg,Under A Smiling Moon,56279
7/6/2019 18:14,Taylor Swift,You Need To Calm Down,171386
7/6/2019 18:16,Billie Eilish,bad guy,24173
7/6/2019 18:20,Ed Sheeran,Cross Me (feat. Chance the Rapper & PnB Rock),206186
7/6/2019 18:23,Ed Sheeran,Beautiful People (feat. Khalid),197866
7/6/2019 18:24,Shawn Mendes,If I Can't Have You,48339
7/6/2019 20:43,Franz Gordon,In Other Songs,210864
7/6/2019 20:48,Carl Bagge Trio,Con Alma,330000
7/6/2019 20:51,Jerry McHoy,Round About Robin,169081
7/6/2019 20:56,CMC 3,Love Is Here To Stay,262000
7/6/2019 20:59,Oakwood Station,Tiny Tiny Steps,200347
7/6/2019 21:02,William Benckert,Forest Life,139295
7/6/2019 21:07,Brad Mehldau,Ron's Place,328923
7/6/2019 22:37,Hot Country: Original Videos,Dylan Scott: Unwind,8912
7/6/2019 22:40,Chase Rice,Lonely If You Are,175066
7/6/2019 22:44,Scotty McCreery,In Between,221600
7/7/2019 0:16,Runaway June,Head Over Heels,60706
7/7/2019 18:03,Hot Country: The Performances,Dylan Scott: Nothing To Do Town Live,195750
7/7/2019 18:06,Eli Young Band,Love Ain't,186118
7/7/2019 18:09,Keith Urban,We Were,189104
7/7/2019 18:14,Carly Pearce,Closer To You,187321
7/7/2019 18:18,Dustin Lynch,Ridin' Roads,205426
7/7/2019 18:18,Adam Doleac,Famous,20940
7/8/2019 11:40,Zach Williams,Rescue Story,236428
7/8/2019 11:43,Tasha Layton,Love Lifting Me,199584
7/8/2019 11:45,Casting Crowns,Nobody (feat. Matthew West),100641
7/8/2019 11:59,Casting Crowns,Nobody (feat. Matthew West),105749
7/8/2019 12:02,Sanctus Real,Confidence,181733
7/8/2019 12:06,Hillsong UNITED,Another In The Fire - Live,180167
7/8/2019 12:14,Hillsong UNITED,Another In The Fire - Live,213198
7/8/2019 12:19,David Dunn,Spend a Life,207901
7/8/2019 12:22,Luke + Anna Hellebronth,Written in the Skies,195828
7/8/2019 12:25,Stars Go Dim,It's Gonna Get Better,202960
7/8/2019 12:32,Michael W. Smith,Waymaker,437131
7/8/2019 12:33,Caitie Hurst,Lights,44191
7/8/2019 12:37,MDSN,Hunger,216386
7/9/2019 11:18,Hot Country: Original Videos,Dylan Scott: Unwind,0
7/9/2019 11:22,Chase Rice,Lonely If You Are,175066
7/9/2019 11:26,Scotty McCreery,In Between,221600
7/9/2019 11:29,Runaway June,Head Over Heels,189000
7/9/2019 11:31,Hot Country: The Performances,Dylan Scott: Nothing To Do Town Live,102677
7/9/2019 11:34,Eli Young Band,Love Ain't,186118
7/9/2019 11:38,Keith Urban,We Were,189104
7/9/2019 11:41,Carly Pearce,Closer To You,187321
7/9/2019 11:43,Dustin Lynch,Ridin' Roads,106370
7/9/2019 22:40,Adam Doleac,Famous,6733
7/9/2019 23:49,Joji,Sanctuary,180018
7/9/2019 23:50,Shawn Mendes,Señorita,33313
7/9/2019 23:52,MEDUZA,Piece Of Your Heart,152913
7/9/2019 23:55,YG,Go Loko,27063
7/9/2019 23:58,Marshmello,One Thing Right,181823
7/10/2019 0:01,Ed Sheeran,Beautiful People (feat. Khalid),197866
7/10/2019 0:02,Daddy Yankee,Con Calma,49250
7/10/2019 0:05,Kaskade,With You,180840
7/10/2019 0:09,Ali Gatie,It's You,212606
7/10/2019 0:12,Miley Cyrus,Mother's Daughter,219080
7/10/2019 0:16,Dounia,DELIGHTFUL,217710
7/10/2019 0:17,Dominic Fike,Phone Numbers,44277
7/10/2019 0:21,Carnage,Wait For Me (feat. G-Eazy & Wiz Khalifa),224980
7/10/2019 0:22,Why Don't We,Come To Brazil,56223
7/10/2019 0:25,Adele,Make You Feel My Love,212040
7/10/2019 0:35,Coldplay,Paradise,278719
7/10/2019 0:41,OneRepublic,Counting Stars,257840
7/10/2019 0:46,Alicia Keys,No One,253813
7/10/2019 0:51,Leon Bridges,Beyond,27994
7/10/2019 0:55,Hozier,Take Me to Church,241693
7/10/2019 1:05,Ed Sheeran,Thinking out Loud,281560
7/10/2019 1:15,Harry Styles,Sign of the Times,340706
7/10/2019 1:20,A Fine Frenzy,Almost Lover,268800
7/10/2019 1:24,Avril Lavigne,Complicated,231687
7/11/2019 21:44,Howie Day,Collide,11586
7/11/2019 21:47,Howie Day,Collide,151278
7/11/2019 22:16,Howie Day,Collide,86151
7/11/2019 22:21,Rihanna,Stay,240706
7/11/2019 22:25,Maroon 5,Girls Like You (feat. Cardi B),235545
7/11/2019 22:29,Lukas Graham,7 Years,237300
7/11/2019 22:33,John Mayer,XO,213626
7/11/2019 22:37,Gavin DeGraw,I Don't Want to Be,217760
7/11/2019 22:41,Ed Sheeran,One,252760
7/11/2019 22:43,Edward Sharpe & The Magnetic Zeros,Home,139708
7/12/2019 1:33,Edward Sharpe & The Magnetic Zeros,Home,163490
7/12/2019 1:38,Michael Bublé,Home,225906
7/12/2019 1:42,OneRepublic,Counting Stars,257840
7/12/2019 1:46,Lukas Graham,7 Years,237300
7/12/2019 1:57,Kelly Clarkson,Because of You,26648
7/12/2019 12:54,Elevation Worship,Resurrecting (Studio Version),264840
7/13/2019 0:30,Phil Wickham,Till I Found You - Recorded at Sound Stage Studios Nashville,222526
7/13/2019 0:33,We Are Messengers,Maybe It's Ok,211293
7/13/2019 0:37,Tauren Wells,God's Not Done with You (Single Version),195617
7/13/2019 0:43,Elle Limebear,Holding Me Still,115515
7/13/2019 1:10,Ed Sheeran,Beautiful People (feat. Khalid),197866
7/13/2019 1:19,Lewis Capaldi,Someone You Loved,182160
7/13/2019 1:21,Lil Nas X,Panini,114893
7/13/2019 1:24,Ashley O,On A Roll,154447
