endTime,artistName,trackName,msPlayed
9/12/2019 15:32,Imagine Dragons,Thunder,187146
9/12/2019 15:34,Kesha,Praying,123483
9/12/2019 15:36,Kesha,Praying,106812
9/12/2019 15:39,Lizzo,Good as Hell,159735
9/12/2019 15:44,Lana Del Rey,Ride,289080
9/12/2019 15:46,Sia,"Salted Wound - From ""Fifty Shades Of Grey"" Soundtrack",145319
9/12/2019 15:50,Ed Sheeran,All of the Stars,234986
9/12/2019 15:54,Mr. Probz,Nothing Really Matters - Afrojack Remix,199246
9/12/2019 15:58,Taylor Swift,The Story Of Us,265666
9/12/2019 15:59,Natasha Bedingfield,Kick It,27659
9/12/2019 17:16,Kiiara,Gold,225882
9/12/2019 17:20,The Chainsmokers,Call You Mine,217653
9/12/2019 17:23,Ellie Goulding,Hate Me (with Juice WRLD),186223
9/12/2019 17:26,Taylor Swift,Lover,187356
9/12/2019 18:23,Taylor Swift,Lover,33951
9/12/2019 18:27,Ed Sheeran,I'm a Mess,244573
9/12/2019 18:31,Amber Run,Thank You,210186
9/12/2019 18:34,Imagine Dragons,Demons,175200
9/12/2019 18:37,Shawn Mendes,If I Can't Have You - Gryffin Remix,220371
9/13/2019 4:32,Shawn Mendes,If I Can't Have You - Gryffin Remix,32828
9/13/2019 4:36,Imagine Dragons,Thunder / Young Dumb & Broke (with Khalid) - Medley,251283
9/13/2019 4:40,Taylor Swift,Paper Rings,222400
9/13/2019 4:43,The Chainsmokers,Paris,162789
9/13/2019 14:18,The Chainsmokers,Paris,58722
9/13/2019 14:21,Loote,85%,124121
9/13/2019 14:25,P!nk,Try,247906
9/13/2019 14:26,Winona Oak,He Don't Love Me,23125
9/13/2019 14:26,Billie Eilish,bad guy,16766
9/13/2019 14:29,Carrie Underwood,Southbound,202853
9/13/2019 14:32,Kelsea Ballerini,Better Luck Next Time,172371
9/13/2019 14:36,Runaway June,Buy My Own Drinks,206293
9/13/2019 14:39,Chris Young,Raised on Country,12327
9/13/2019 14:39,Luke Combs,Refrigerator Door,204240
9/13/2019 15:50,Dylan Scott,Nobody,160706
9/13/2019 15:53,James Barker Band,There's A Drink For That,184533
9/13/2019 15:57,Hot Country: The Performances,Jon Langston: Now You Know Live,178306
9/13/2019 16:01,Hot Country: The Performances,Tenille Townes: Somebody’s Daughter Live,91267
9/14/2019 19:22,Hot Country: The Performances,Tenille Townes: Somebody’s Daughter Live,129622
9/14/2019 19:25,Hot Country: The Performances,Vince Gill: Forever Changed Live,172388
9/14/2019 19:28,Hot Country: The Performances,Jon Langston: Now You Know Live,178277
9/14/2019 19:32,Hot Country: The Performances,Vince Gill: When I Call Your Name Live,12741
9/14/2019 19:32,Hot Country: First Verse,First Verse: Jon Langston,194000
9/16/2019 2:34,Cassadee Pope,FYI,204360
9/16/2019 2:37,Kelsea Ballerini,homecoming queen?,167796
9/16/2019 2:40,Maren Morris,GIRL,21616
9/16/2019 13:32,Brantley Gilbert,What Happens In A Small Town,202586
9/16/2019 13:35,Kelsea Ballerini,Better Luck Next Time,172371
9/16/2019 13:38,Dan + Shay,All To Myself,169612
9/16/2019 13:38,Jimmie Allen,Make Me Want To,13999
9/16/2019 13:41,Filmore,Other Girl,195646
9/16/2019 13:47,Dierks Bentley,Living,222146
9/16/2019 13:50,Adam Doleac,Famous,186450
9/16/2019 13:53,Jon Langston,Now You Know,175198
9/16/2019 13:54,Noah Schnacky,I'll Be The One,65761
9/16/2019 15:48,Dan + Shay,Tequila,195986
9/16/2019 15:51,Russell Dickerson,Yours,216960
9/16/2019 15:55,Thomas Rhett,Marry Me,205453
9/16/2019 15:59,Matt Stell,Prayed For You,210373
9/16/2019 16:00,Maddie & Tae,Friends Don't,73532
9/16/2019 18:36,Maddie & Tae,Friends Don't,114450
9/16/2019 18:37,Dan + Shay,Speechless,6825
9/16/2019 18:40,Chase Rice,Eyes On You,182493
9/16/2019 18:43,Sugarland,Babe,215106
9/16/2019 18:46,Russell Dickerson,Every Little Thing,149065
9/16/2019 18:49,Blake Shelton,Hell Right (feat. Trace Adkins),33896
9/16/2019 18:51,Hot Country: The Performances,Jon Langston: Now You Know Live,121975
9/16/2019 19:47,Russell Dickerson,Every Little Thing,41597
9/16/2019 19:55,Jake Owen,Made For You,238040
9/16/2019 19:55,Dan + Shay,All To Myself,3237
9/16/2019 19:58,Luke Combs,Beautiful Crazy,193200
9/16/2019 19:59,RaeLynn,Queens Don't,54242
9/16/2019 22:29,Noah Schnacky,Hello Beautiful,216992
9/16/2019 22:32,Florida Georgia Line,H.O.L.Y.,164754
9/16/2019 22:58,Dan + Shay,From the Ground Up - Single Version,254293
9/16/2019 23:04,Brett Young,In Case You Didn't Know,226200
9/16/2019 23:06,Thomas Rhett,Unforgettable,157080
9/16/2019 23:09,Jordan Davis,Slow Dance In A Parking Lot,193929
9/16/2019 23:12,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),163870
9/16/2019 23:17,Dan + Shay,Nothin' Like You,186253
9/16/2019 23:21,Hunter Hayes,This Girl,4723
9/16/2019 23:21,Brett Young,Mercy,217120
9/17/2019 2:32,Hunter Hayes,This Girl,176135
9/17/2019 2:39,Tyler Rich,The Difference,46219
9/17/2019 15:14,Maren Morris,I Could Use a Love Song,196421
9/17/2019 15:18,Noah Schnacky,Hello Beautiful,216992
9/17/2019 15:21,Lauren Alaina,Doin' Fine,199906
9/17/2019 15:25,Hunter Hayes,Wanted,228840
9/17/2019 15:28,Dan + Shay,Nothin' Like You,186253
9/17/2019 15:32,Brett Young,Mercy,217120
9/17/2019 15:35,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),163870
9/17/2019 15:37,Thomas Rhett,Unforgettable,157080
9/17/2019 15:40,Hunter Hayes,This Girl,180815
9/17/2019 15:43,Dan + Shay,How Not To,192000
9/17/2019 15:44,Jordan Davis,Slow Dance In A Parking Lot,43947
9/17/2019 17:42,Jordan Davis,Slow Dance In A Parking Lot,150015
9/17/2019 17:45,Tyler Rich,The Difference,81107
9/17/2019 17:45,Thomas Rhett,Die A Happy Man,1068
9/17/2019 17:48,Dylan Schneider,Wannabe,195933
9/17/2019 17:51,Kane Brown,What Ifs,188253
9/17/2019 17:53,Eli Young Band,Love Ain't,96279
9/18/2019 1:28,Taylor Swift,Dear John,403920
9/18/2019 1:34,Boyce Avenue,Be Somebody,203484
9/18/2019 1:34,Lifehouse,Storm,10552
9/18/2019 14:31,Lifehouse,Storm,0
9/18/2019 14:35,Taylor Swift,I Did Something Bad,238253
9/18/2019 14:40,Boyce Avenue,Your Biggest Fan,289891
9/18/2019 14:40,Lil Nas X,C7osure (You Like),15758
9/18/2019 14:44,Shawn Mendes,Mercy,208733
9/18/2019 14:46,Camila Cabello,Shameless,62461
9/18/2019 19:59,Camila Cabello,Shameless,23
9/18/2019 20:03,Imagine Dragons,Demons,1071
9/18/2019 20:03,Boyce Avenue,Given Up,209343
9/19/2019 2:04,Imagine Dragons,Demons,9130
9/19/2019 2:08,Alessia Cara,Out Of Love,227693
9/19/2019 2:12,Ruelle,I Get to Love You,239362
9/19/2019 2:15,Haley Reinhart,Can't Help Falling in Love,173174
9/19/2019 2:17,Olivia O'Brien,hate u love u,14097
9/19/2019 15:39,Ben Platt,Run Away,22259
9/19/2019 15:39,Maren Morris,Good Woman,211413
9/19/2019 15:43,Kesha,Praying,230266
9/19/2019 15:45,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),97292
9/19/2019 15:51,Lauv,I Like Me Better,197436
9/19/2019 15:54,Niall Horan,Slow Hands,188174
9/19/2019 17:03,Rachel Platten,Fight Song,204013
9/19/2019 17:07,James Arthur,Say You Won't Let Go,211466
9/19/2019 17:19,Macklemore,Good Old Days (feat. Kesha),102741
9/19/2019 18:33,Macklemore,Good Old Days (feat. Kesha),137765
9/19/2019 18:36,Hailee Steinfeld,Starving,159450
9/19/2019 18:40,Charlie Puth,One Call Away,194453
9/19/2019 18:45,Ed Sheeran,Thinking out Loud,281560
9/19/2019 18:47,Meghan Trainor,Like I'm Gonna Lose You (feat. John Legend),75433
9/19/2019 23:10,Selena Gomez,Back To You,210240
9/19/2019 23:11,Meghan Trainor,Like I'm Gonna Lose You (feat. John Legend),1514
9/19/2019 23:11,Halsey,Bad At Love,12812
9/19/2019 23:15,Camila Cabello,Never Be the Same,226973
9/19/2019 23:18,Taylor Swift,Out Of The Woods,55043
9/20/2019 3:26,Taylor Swift,Out Of The Woods,181018
9/20/2019 3:30,5 Seconds of Summer,Youngblood,203417
9/20/2019 3:33,Noah Kahan,Hurt Somebody,168640
9/20/2019 3:38,Calum Scott,Dancing On My Own,170610
9/20/2019 14:24,River Valley Worship,Edge of Heaven,354480
9/20/2019 14:25,Hillsong Worship,The Lost Are Found - Live,84179
9/20/2019 14:30,Hillsong Young & Free,Trust - Live,290533
9/20/2019 14:39,Hillsong Worship,Broken Vessels (Amazing Grace) - Live,568786
9/20/2019 14:48,Jesus Culture,Your Love Never Fails - Live,474217
9/20/2019 14:50,Hillsong UNITED,Came To My Rescue (Be Lifted High) - Live,122243
9/20/2019 15:49,Hillsong UNITED,Came To My Rescue (Be Lifted High) - Live,208
9/20/2019 15:52,Bethel Music,Wonder (Live) [Spontaneous],185248
9/21/2019 2:58,Kesha,Praying,230266
9/21/2019 3:01,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),163870
9/21/2019 3:06,Lauv,I Like Me Better,197436
9/21/2019 3:09,Niall Horan,Slow Hands,188174
9/21/2019 3:11,James Arthur,Say You Won't Let Go,76670
9/22/2019 4:43,James Arthur,Say You Won't Let Go,134796
9/22/2019 4:46,Rachel Platten,Fight Song,204013
9/22/2019 4:50,Hailee Steinfeld,Starving,181880
9/22/2019 4:54,Macklemore,Good Old Days (feat. Kesha),240506
9/22/2019 4:56,Camila Cabello,Never Be the Same,107066
9/22/2019 23:23,Camila Cabello,Never Be the Same,119908
9/22/2019 23:27,Taylor Swift,Out Of The Woods,235800
9/22/2019 23:31,Meghan Trainor,Like I'm Gonna Lose You (feat. John Legend),225053
9/22/2019 23:32,5 Seconds of Summer,Youngblood,82926
9/22/2019 23:32,5 Seconds of Summer,Youngblood,234
9/22/2019 23:32,Meghan Trainor,Like I'm Gonna Lose You (feat. John Legend),2496
9/22/2019 23:32,Noah Kahan,Hurt Somebody,1429
9/23/2019 13:30,Noah Kahan,Hurt Somebody,167232
9/23/2019 13:35,Calum Scott,Dancing On My Own,260285
9/23/2019 13:39,Taylor Swift,Blank Space,231826
9/23/2019 13:42,MKTO,Classic,2816
9/23/2019 13:42,benny blanco,Eastside (with Halsey & Khalid),173799
9/23/2019 13:44,Gryffin,Feel Good (feat. Daya),97338
9/23/2019 14:53,Gryffin,Feel Good (feat. Daya),140841
9/23/2019 14:56,Joel Adams,Please Don't Go,152563
9/23/2019 15:55,Joel Adams,Please Don't Go,58020
9/23/2019 15:57,Miley Cyrus,Party In The U.S.A.,125418
9/23/2019 16:01,Taylor Swift,Blank Space,231826
9/23/2019 16:05,Joel Adams,Please Don't Go,17312
9/23/2019 16:05,Shawn Mendes,Mercy,208733
9/23/2019 18:45,Joel Adams,Please Don't Go,193274
9/23/2019 18:49,benny blanco,Eastside (with Halsey & Khalid),173799
9/23/2019 22:59,One Direction,Perfect,230241
9/23/2019 23:02,Lady Gaga,Million Reasons,205280
9/23/2019 23:07,Gryffin,Feel Good (feat. Daya),248156
9/23/2019 23:10,Charlie Puth,One Call Away,194453
9/23/2019 23:14,Little Mix,Secret Love Song (feat. Jason Derulo),249813
9/23/2019 23:18,James Bay,Let It Go,244244
9/24/2019 1:52,James Bay,Let It Go,16292
9/24/2019 2:12,Nick Jonas,Jealous - Remix,98988
9/24/2019 5:14,Miley Cyrus,Malibu,8341
9/24/2019 5:14,Dan + Shay,Tequila,2389
9/24/2019 5:17,Russell Dickerson,Yours,187968
9/24/2019 5:21,Russell Dickerson,Yours,216960
9/24/2019 5:25,Thomas Rhett,Marry Me,205453
9/24/2019 5:27,Chase Rice,Eyes On You,158645
9/24/2019 13:50,Maddie & Tae,Friends Don't,187996
9/24/2019 13:54,Dan + Shay,Speechless,131935
9/24/2019 15:28,for KING & COUNTRY,Shoulders,16027
9/24/2019 15:28,Sanctus Real,Lay It Down,229093
9/24/2019 15:31,Josh Wilson,"That Was Then, This Is Now",197146
9/24/2019 15:35,Citizen Way,How Sweet the Sound,221026
9/24/2019 15:38,Matthew West,Day One,209813
9/24/2019 15:52,David Crowder Band,How He Loves,126757
9/24/2019 19:02,Cam,Burning House,231333
9/24/2019 19:06,Kacey Musgraves,Rainbow,214293
9/24/2019 19:10,Miranda Lambert,Tin Man,259280
9/24/2019 19:14,Kacey Musgraves,Space Cowboy,216280
9/24/2019 19:19,Cam,Road To Happiness,198837
9/24/2019 19:24,Maren Morris,GIRL,250653
9/24/2019 19:26,Jillian Jacqueline,Sad Girls,111189
9/25/2019 3:06,Kesha,Praying,230266
9/25/2019 3:09,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),163870
9/25/2019 3:12,Lauv,I Like Me Better,197436
9/25/2019 3:15,Niall Horan,Slow Hands,188174
9/25/2019 3:16,Selena Gomez,Back To You,29123
9/25/2019 14:00,Selena Gomez,Back To You,129172
9/25/2019 14:03,Selena Gomez,Back To You,181133
9/25/2019 14:07,Rachel Platten,Fight Song,204013
9/25/2019 14:10,James Arthur,Say You Won't Let Go,211466
9/25/2019 14:11,Halsey,Bad At Love,49706
9/25/2019 14:13,Macklemore,Good Old Days (feat. Kesha),111424
9/25/2019 17:16,Jonas Brothers,Your Biggest Fan,101400
9/25/2019 22:19,Jonas Brothers,Black Keys,214947
9/26/2019 15:21,Jonas Brothers,Black Keys,0
9/26/2019 15:24,Jonas Brothers,Hold On,164973
9/26/2019 15:28,Jonas Brothers,L.A. Baby (Where Dreams Are Made Of),8794
9/26/2019 15:28,Jonas Brothers,I Believe,217533
9/26/2019 15:31,Jonas Brothers,Sucker,181026
9/26/2019 15:35,Jonas Brothers,Strangers,233853
9/26/2019 15:38,Jonas Brothers,Used To Be,184986
9/26/2019 15:41,Nick Jonas,Chainsaw,199520
9/26/2019 15:44,Jonas Brothers,Rollercoaster,181813
9/26/2019 15:45,DNCE,DANCE,1950
9/26/2019 15:45,Jonas Brothers,Pom Poms,47800
9/26/2019 15:49,DNCE,Body Moves,2043
9/26/2019 15:49,Jonas Brothers,Hesitate,208840
9/26/2019 15:49,Jonas Brothers,Fly With Me,22070
9/26/2019 17:13,Jonas Brothers,Cool,167106
9/26/2019 17:13,DNCE,Body Moves,6937
9/26/2019 17:23,Jonas Brothers,Love Her,193133
9/26/2019 17:27,Jonas Brothers,Play My Music,191492
9/26/2019 18:31,Jonas Brothers,Tonight,5201
9/26/2019 18:35,Kesha,Praying,230266
9/26/2019 18:35,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),2547
9/26/2019 18:39,Lauv,I Like Me Better,197436
9/26/2019 18:39,Niall Horan,Slow Hands,3366
9/26/2019 18:52,James Arthur,Say You Won't Let Go,186270
9/27/2019 1:07,Edward Elysseus,Clear Blue Skies,197875
9/27/2019 1:10,Blithe Youth,Innocentia,143627
9/27/2019 1:13,Wynton Davidson,Go Peaceful,171750
9/27/2019 1:16,Vegard,Fjord,10883
9/27/2019 1:16,Auguste Lèon,Solitaire,184809
9/27/2019 3:56,Vegard,Fjord,19597
9/27/2019 5:15,Vegard,Fjord,59789
9/27/2019 5:18,Antoine Minot,De Angelis,143659
9/27/2019 5:20,Michel Brown,The First Rain,136063
9/27/2019 5:23,Isobel Noble,Sirenomelia,154500
9/27/2019 5:24,Adelisé,Unmasked,98557
9/27/2019 5:27,Fiona Elyse,Flourescent Fields,161172
9/27/2019 5:30,Charlie Key,For the Loved Ones,194580
9/27/2019 5:33,Jan Kubec,Toužebný,134750
9/27/2019 5:34,Antonella Schiavone,Scarlet,102000
9/27/2019 5:37,Henrietta Kuipers,Pillow,166542
9/27/2019 5:39,Mark Mintuny,Mending,132850
9/27/2019 5:41,Christopher Dicker,Solitaire,114070
9/27/2019 5:43,Maik Kuefer,Monschau,114758
9/27/2019 5:46,Milo Edale,The Piano Inside,191370
9/27/2019 5:50,Elba,And Along Came the Rain,163960
9/27/2019 5:53,Eamonn Watt,Truly Yours,185775
9/27/2019 5:55,Hayden Cargile,Scarlet Macaw,142874
9/27/2019 5:58,Gemine,Tapestry,140603
9/27/2019 5:59,Aaron Lansing,Faded Dreams,111803
9/27/2019 6:02,Floriscope,Petals,157979
9/27/2019 6:06,Franz Gordon,Jeremy and Maureen,204283
9/27/2019 6:08,Robin Bennich,"Looking Forward, Looking Backward",177875
9/27/2019 6:12,Haute-Savoie,Lac d'Annecy,199321
9/27/2019 6:15,Una Luna,Calm At Last,178979
9/27/2019 6:17,Robin Bennich,Recurring Memory,156038
9/27/2019 18:47,James Arthur,Say You Won't Let Go,25357
9/27/2019 18:50,Hailee Steinfeld,Starving,181880
9/27/2019 18:56,Selena Gomez,Back To You,210240
9/27/2019 18:59,Macklemore,Good Old Days (feat. Kesha),859
9/27/2019 18:59,Rachel Platten,Fight Song,204013
9/27/2019 18:59,Meghan Trainor,Like I'm Gonna Lose You (feat. John Legend),3831
9/27/2019 18:59,Halsey,Bad At Love,11621
9/27/2019 19:02,Camila Cabello,Never Be the Same,157291
9/27/2019 19:06,Jonas Brothers,Critical,215000
9/27/2019 19:09,Jonas Brothers,Only Human,183000
9/27/2019 21:08,Nick Jonas,Right Now,201680
9/27/2019 21:12,Nick Jonas,Close,234213
9/27/2019 21:15,Jonas Brothers,Burnin' Up,175093
9/27/2019 21:18,Nick Jonas,Find You,197893
9/27/2019 21:24,Jonas Brothers,Lovebug,220693
9/27/2019 21:27,Jonas Brothers,That's Just The Way We Roll,173000
9/27/2019 21:32,Jonas Brothers,Much Better,274293
9/27/2019 21:34,DNCE,Kissing Strangers,112984
9/27/2019 23:06,Jonas Brothers,A Little Bit Longer,205013
9/27/2019 23:10,Jonas Brothers,Don't Throw it Away,172560
9/27/2019 23:13,Jonas Brothers,Comeback,155680
9/27/2019 23:16,Jonas Brothers,First Time,228453
9/27/2019 23:19,Jonas Brothers,S.O.S.,153346
9/27/2019 23:23,Jonas Brothers,On the Line - Featuring Jonas Brothers,13573
9/27/2019 23:23,DNCE,Cake By The Ocean,219146
9/27/2019 23:26,Jonas Brothers,Trust,180600
9/27/2019 23:26,Jonas Brothers,Hey You,12066
9/27/2019 23:29,Jonas Brothers,Year 3000,201960
9/27/2019 23:34,Jonas Brothers,Before The Storm - featuring Miley Cyrus,266466
9/27/2019 23:37,Jonas Brothers,Happy When I'm Sad,158466
9/27/2019 23:41,Jonas Brothers,When You Look Me In The Eyes,249693
9/28/2019 4:50,DNCE,Toothbrush,231813
9/28/2019 4:53,Jonas Brothers,Every Single Time,212093
9/28/2019 4:57,Jonas Brothers,Paranoid,218266
9/28/2019 5:01,Nick Jonas,Jealous - Remix,222186
9/28/2019 5:04,Jonas Brothers,Your Biggest Fan,179906
9/28/2019 5:05,Jonas Brothers,Pom Poms,43789
9/28/2019 5:08,Jonas Brothers,Cool,167106
9/28/2019 5:11,Jonas Brothers,Sucker,181026
9/28/2019 5:14,Jonas Brothers,Used To Be,184986
9/28/2019 5:17,Jonas Brothers,Hold On,164973
9/28/2019 5:20,Jonas Brothers,I Believe,217533
9/28/2019 5:21,DNCE,DANCE,19053
9/28/2019 5:24,Kesha,Praying,230266
9/28/2019 5:25,Rachel Platten,Fight Song,5658
9/28/2019 5:28,Selena Gomez,Back To You,210240
9/28/2019 5:31,Lauv,I Like Me Better,197436
9/28/2019 5:34,Hailee Steinfeld,Starving,181880
9/28/2019 5:40,Macklemore,Good Old Days (feat. Kesha),240506
9/28/2019 5:44,James Arthur,Say You Won't Let Go,211466
9/28/2019 5:47,Niall Horan,Slow Hands,20572
9/28/2019 5:47,Halsey,Bad At Love,10027
9/28/2019 5:47,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),163870
9/28/2019 21:17,Jonas Brothers,Black Keys,228466
9/28/2019 21:21,Jonas Brothers,Rollercoaster,175736
9/29/2019 18:20,Jonas Brothers,L.A. Baby (Where Dreams Are Made Of),0
9/29/2019 18:20,Jonas Brothers,Rollercoaster,6044
9/29/2019 18:24,Jonas Brothers,Strangers,233853
9/29/2019 18:31,Jonas Brothers,Fly With Me,234146
9/29/2019 18:34,Nick Jonas,Chainsaw,199520
9/29/2019 18:36,DNCE,Body Moves,64475
9/29/2019 18:39,Jonas Brothers,Play My Music,197506
9/29/2019 18:43,Jonas Brothers,Love Her,193133
9/29/2019 18:46,Nick Jonas,Close,234213
9/29/2019 18:50,Jonas Brothers,Critical,215000
9/29/2019 18:54,Jonas Brothers,Hesitate,208840
9/29/2019 18:57,Jonas Brothers,Tonight,81735
9/29/2019 19:00,Jonas Brothers,A Little Bit Longer,205013
9/29/2019 19:04,DNCE,Cake By The Ocean,219146
9/29/2019 19:05,Nick Jonas,Right Now,61832
9/29/2019 19:06,Jonas Brothers,Much Better,14605
9/29/2019 19:06,Nick Jonas,Find You,63018
9/29/2019 19:10,Niall Horan,Slow Hands,1671
9/29/2019 19:10,Macklemore,Good Old Days (feat. Kesha),240506
9/29/2019 19:14,Selena Gomez,Back To You,210240
9/29/2019 19:18,Kesha,Praying,230266
9/29/2019 19:21,Lauv,I Like Me Better,197436
9/29/2019 19:24,Hailee Steinfeld,Starving,181880
9/29/2019 19:29,James Arthur,Say You Won't Let Go,211466
9/29/2019 19:33,Rachel Platten,Fight Song,204013
9/29/2019 19:33,Halsey,Bad At Love,46184
9/29/2019 19:33,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),5829
9/29/2019 19:37,Maddie & Tae,Friends Don't,187996
9/29/2019 19:38,Dan + Shay,Tequila,48633
9/29/2019 19:41,Chase Rice,Eyes On You,182493
9/29/2019 19:44,Thomas Rhett,Marry Me,205453
9/29/2019 19:48,Russell Dickerson,Yours,216960
9/29/2019 19:52,Dan + Shay,Speechless,212745
9/29/2019 19:55,Sugarland,Babe,215106
9/29/2019 19:58,Russell Dickerson,Every Little Thing,148726
9/29/2019 20:01,Matt Stell,Prayed For You,210373
9/29/2019 20:04,RaeLynn,Queens Don't,185586
9/29/2019 20:08,Eli Young Band,Love Ain't,186118
9/29/2019 20:08,Brett Young,Mercy,18096
9/29/2019 20:12,Brett Young,Mercy,199055
9/29/2019 20:15,Jordan Davis,Slow Dance In A Parking Lot,193929
9/29/2019 20:19,Thomas Rhett,Die A Happy Man,51989
9/29/2019 20:55,Kane Brown,What Ifs,6890
9/29/2019 20:59,Cody Johnson,There's You,213437
9/29/2019 21:03,Cody Johnson,Nothin' on You,236868
9/29/2019 21:23,Kesha,Praying,230266
9/29/2019 21:25,Bebe Rexha,Meant to Be (feat. Florida Georgia Line),124924
9/29/2019 22:00,Karim Blau,Sylvia,177926
9/29/2019 22:02,Caroline Collette,Danse sur Glace,149876
9/29/2019 22:05,Wilson Trouvé,Alizé,177441
9/29/2019 22:07,SIMO,Don't Stay Up,115416
9/29/2019 22:10,Charlotte Funke,Episode,150438
9/29/2019 22:15,Caro Utobarto,Like You Knew It,208322
9/29/2019 22:17,Heinz Goldblatt,Tampa,153928
9/29/2019 22:19,Lorraine J. Kovach,Loquacious,89500
9/29/2019 22:22,Dilaz,Mellow Moon,205609
9/29/2019 22:25,Vegard,Vidda,151440
9/29/2019 22:29,Hermosa Dawn,The Shores,121839
9/29/2019 22:32,Muriël Bostdorp,Lost In The Right Direction,175767
9/29/2019 22:35,Porch Upright,Her Allure,158947
9/29/2019 22:38,Tip Ferreira,Amorzinho - Piano Version,216023
9/29/2019 22:41,Jakob Ahlbom,Escaping Reality,182500
9/29/2019 22:43,Tuga Topić,Loch Awe,61927
9/29/2019 22:45,Vincent Pino,Forgotten By Time,137728
9/29/2019 22:47,Minik Jakobsen,Cicisbeo,107016
9/30/2019 13:41,Niall Horan,Slow Hands,510
9/30/2019 13:44,Selena Gomez,Back To You,210240
9/30/2019 13:48,Macklemore,Good Old Days (feat. Kesha),240506
9/30/2019 13:48,Meghan Trainor,Like I'm Gonna Lose You (feat. John Legend),8983
9/30/2019 13:52,Camila Cabello,Never Be the Same,226973
9/30/2019 13:56,5 Seconds of Summer,Youngblood,203417
9/30/2019 14:47,MKTO,Classic,19551
9/30/2019 14:47,Taylor Swift,Out Of The Woods,224862
9/30/2019 14:51,Jonas Brothers,Only Human,183000
9/30/2019 14:55,Jonas Brothers,First Time,228453
9/30/2019 14:58,Jonas Brothers,Don't Throw it Away,43636
9/30/2019 14:58,Jonas Brothers,Burnin' Up,175093
9/30/2019 15:54,Jonas Brothers,When You Look Me In The Eyes,249693
9/30/2019 15:57,Jonas Brothers,That's Just The Way We Roll,173000
9/30/2019 16:00,Jonas Brothers,L.A. Baby (Where Dreams Are Made Of),2216
9/30/2019 16:00,Jonas Brothers,Year 3000,201960
9/30/2019 16:03,Jonas Brothers,S.O.S.,153346
9/30/2019 16:06,Jonas Brothers,Every Single Time,149961
9/30/2019 18:35,Jonas Brothers,Every Single Time,62127
9/30/2019 18:40,Jonas Brothers,Used To Be,184986
9/30/2019 18:46,Jonas Brothers,Your Biggest Fan,5199
9/30/2019 18:46,Jonas Brothers,Lovebug,220693
9/30/2019 18:49,Nick Jonas,Jealous - Remix,207934
9/30/2019 19:55,Jonas Brothers,Happy When I'm Sad,158466
9/30/2019 19:57,Jonas Brothers,Hold On,164973
9/30/2019 20:00,Jonas Brothers,Trust,84440
9/30/2019 22:55,Jonas Brothers,Hey You,650
9/30/2019 22:56,DNCE,Kissing Strangers,91324
9/30/2019 23:12,Jonas Brothers,I Believe,217533
9/30/2019 23:17,DNCE,Toothbrush,231813
9/30/2019 23:20,Jonas Brothers,Comeback,155680
9/30/2019 23:22,Jonas Brothers,Before The Storm - featuring Miley Cyrus,151129
10/1/2019 2:46,Jonas Brothers,Before The Storm - featuring Miley Cyrus,115347
10/1/2019 2:48,Jonas Brothers,Fly With Me,98893
10/1/2019 2:51,Jonas Brothers,Black Keys,228466
10/1/2019 6:00,Lauv,I Like Me Better,197436
10/1/2019 6:04,James Arthur,Say You Won't Let Go,211466
10/1/2019 6:07,Selena Gomez,Back To You,210240
10/1/2019 6:09,Macklemore,Good Old Days (feat. Kesha),133020
10/1/2019 15:20,Jonas Brothers,Pom Poms,13847
10/1/2019 15:23,Jonas Brothers,Cool,167106
10/1/2019 15:24,DNCE,DANCE,35684
10/1/2019 15:27,Jonas Brothers,Strangers,233853
10/1/2019 15:31,Nick Jonas,Chainsaw,199520
10/1/2019 15:34,Jonas Brothers,Love Her,193133
10/1/2019 15:35,Nick Jonas,Find You,44837
10/1/2019 15:35,Jonas Brothers,Play My Music,1091
10/1/2019 15:38,Jonas Brothers,Tonight,209706
10/1/2019 15:39,Jonas Brothers,Hesitate,12170
10/1/2019 15:44,Jonas Brothers,Hesitate,195604
10/1/2019 15:47,Jonas Brothers,Rollercoaster,181813
10/1/2019 15:47,DNCE,Body Moves,24590
10/1/2019 15:48,DNCE,Cake By The Ocean,53930
10/1/2019 17:16,Jonas Brothers,A Little Bit Longer,205013
10/1/2019 17:16,Nick Jonas,Close,4952
10/1/2019 17:17,Jonas Brothers,Critical,0
10/1/2019 17:20,Rachel Platten,Fight Song,204013
10/1/2019 17:23,Niall Horan,Slow Hands,37097
10/1/2019 17:26,Selena Gomez,Back To You,210240
10/1/2019 17:30,Lauv,I Like Me Better,197436
10/1/2019 17:31,Macklemore,Good Old Days (feat. Kesha),93687
10/1/2019 23:43,Jonas Brothers,Much Better,3285
10/1/2019 23:43,Nick Jonas,Right Now,5536
10/1/2019 23:44,Nick Jonas,Jealous - Remix,1045
10/1/2019 23:44,Jonas Brothers,First Time,29760
10/1/2019 23:47,Jonas Brothers,Used To Be,184986
